"Area","Perimeter","MajorAxisLength","MinorAxisLength","AspectRation","Eccentricity","ConvexArea","EquivDiameter","Extent","Solidity","roundness","Compactness","ShapeFactor1","ShapeFactor2","ShapeFactor3","ShapeFactor4","Class"
"31158","641.105","212.0669751385","187.19296006837","1.1328790092376","0.46992415672552","31474","199.17730225821","0.7813134732566","0.98995996695685","0.95262310134531","0.93921885823159","0.0068061806001188","0.0032670098784518","0.88213206365786","0.9993488982934","SEKER"
"31178","636.888","212.97592517559","186.56208823219","1.1415820180493","0.48235222446035","31520","199.24121693503","0.7641104820724","0.98914974619289","0.96589959602583","0.93551051261202","0.0068309681562508","0.0032274291125689","0.8751799192076","0.99908965832521","SEKER"
"31202","644.454","215.64069469843","184.4716842455","1.1689636573787","0.51787122325189","31573","199.31788749339","0.77919288782339","0.9882494536471","0.94407924340703","0.92430553412994","0.0069111177071481","0.0031116465919127","0.85434072042323","0.99869325319352","SEKER"
"31203","639.782","215.06773695216","184.87487594412","1.1633151116605","0.51094682922762","31558","199.32108145997","0.76298415492958","0.98875087141137","0.95794854178565","0.92678280938206","0.0068925339535354","0.0031366824591192","0.85892637576609","0.99920203273252","SEKER"
"31272","638.666","212.45031894918","187.53593899411","1.1328512288829","0.46988349421481","31593","199.54134168878","0.77032219923145","0.98983952141297","0.96342503638075","0.93923766589642","0.006793627492619","0.0032612455172041","0.88216739303855","0.99936441528412","SEKER"
"31335","635.011","216.79009228678","184.16344029991","1.1771613949747","0.52758671006422","31599","199.74223673093","0.77427724240178","0.99164530523118","0.97651083446321","0.92136238618646","0.0069184647291139","0.0030754693858983","0.84890864667921","0.99930248673101","SEKER"
"31374","636.401","219.86539400833","182.00886369813","1.207992784203","0.56099452011826","31604","199.8664991351","0.76919682259488","0.99272244019744","0.97345986240321","0.90904027910607","0.0070078853193196","0.0029518837956689","0.82635422903723","0.99822994587261","SEKER"
"31530","638.857","213.78565434743","188.06648234425","1.1367557455352","0.47553564152562","31791","200.36277809389","0.76894937079309","0.99179012928187","0.9707927387403","0.93721339116737","0.0067803886567531","0.0032269206969261","0.87836894058344","0.99849093990791","SEKER"
"31573","674.103","217.30702605855","185.44825067085","1.1717933454344","0.52126839042213","32197","200.49935697135","0.75696475665308","0.98061931235829","0.87311850698312","0.9226547369772","0.0068826853976038","0.0030767665446717","0.85129176366648","0.99753802368748","SEKER"
"31637","656.711","229.71925463641","175.51044597536","1.3088637166854","0.64519080203","32045","200.7024650491","0.76182334810249","0.98726790450928","0.92184218199172","0.87368586219194","0.0072610947509692","0.0026097751956546","0.76332698579407","0.99909099567267","SEKER"
"31675","657.431","236.75263210938","171.21055918461","1.3828155999076","0.69067821929045","32009","200.82296327733","0.74093567251462","0.98956543472148","0.92092896023245","0.84823962246191","0.0074744319529403","0.0023868887392211","0.71951045711432","0.99495028439434","SEKER"
"31682","646.721","210.04568162673","192.24841594766","1.0925743163674","0.40284197357438","32026","200.84515243416","0.77318430300664","0.98925872728408","0.95189386310753","0.95619748465516","0.0066298113006353","0.0034187812857825","0.91431362966085","0.99895558887209","SEKER"
"31703","656.305","215.7089067399","187.27244969028","1.1518453840736","0.49626328085463","32093","200.91170520091","0.77711050102951","0.98784781728103","0.92490856014366","0.93140199093947","0.0068040534567673","0.0031586108837337","0.867509668726","0.99923700756123","SEKER"
"31748","641.826","219.77651829981","184.11510531192","1.1936908594625","0.54607262755752","32020","201.05424408913","0.77558997410466","0.99150530918176","0.96848215601624","0.91481221763127","0.0069225311295141","0.002990697616573","0.83688139352745","0.99897766990794","SEKER"
"31768","650.954","220.95949485998","183.29206807659","1.2055049472607","0.5584652591698","32173","201.11756227925","0.77767441860465","0.9874118049296","0.94210462980021","0.91020104117585","0.0069554109437165","0.002944773314582","0.82846593535759","0.99871978371057","SEKER"
"31811","642.092","223.98468285222","180.91712284293","1.2380513205855","0.58956496871236","32052","201.25362893019","0.77387729285262","0.99248096842631","0.96960013606674","0.89851514115798","0.0070411078825633","0.0028308858721707","0.80732945889015","0.99951530272654","SEKER"
"31821","649.681","213.73564520069","189.96920191598","1.1251068228166","0.45828656100473","32168","201.28525915481","0.77235436893204","0.98921288236757","0.9473781316558","0.94174866792015","0.0067168110744695","0.0032589894456887","0.88689055352938","0.9978466128675","SEKER"
"31823","662.532","222.87268894664","181.89469625782","1.2252841535892","0.57785815031705","32274","201.2915846033","0.77484782079377","0.98602590320382","0.91103961961803","0.90316846606313","0.0070035096925694","0.002874554587641","0.81571327809083","0.99948055351701","SEKER"
"31837","656.404","224.91255418413","180.43942186423","1.2464712636541","0.59696835359332","32238","201.33585717833","0.7852456590371","0.98756126310565","0.92853774753015","0.89517393952808","0.0070645021259582","0.0027982792022323","0.80133638201023","0.99884277269632","SEKER"
"31915","640.718","216.32036153816","188.06530694213","1.1502406533956","0.49413834137946","32184","201.58234067056","0.7776559454191","0.99164180959483","0.97694668319845","0.93186947006376","0.0067780154014775","0.0031528452028967","0.86838070923692","0.99884679438879","SEKER"
"31972","639.974","213.68748053289","190.64494729334","1.1208662152693","0.45170543855265","32246","201.76227279715","0.77227053140097","0.99150282205545","0.98096837706725","0.94419323160157","0.0066835819008162","0.0032766689712814","0.89150085860223","0.99925319329077","SEKER"
"31992","640.338","212.88736370737","191.48725365959","1.111757360549","0.43696843167438","32258","201.82536885924","0.77421228401336","0.99175398350797","0.98046637624307","0.94803827406432","0.0066543937142839","0.0033158260517469","0.89877656909085","0.99922146617575","SEKER"
"31994","654.535","212.17139608384","192.42253178777","1.1026328055898","0.42130237662828","32391","201.83167738058","0.78974131121643","0.98774350899941","0.93845327739099","0.95126714112219","0.006631599552536","0.0033497163908303","0.90490917377879","0.99778254108762","SEKER"
"32015","653.676","212.92998927845","191.81013458379","1.1101081271878","0.43420694028297","32375","201.89790495371","0.76188096427976","0.98888030888031","0.94153894886779","0.94818914723039","0.0066509445347008","0.0033162175205669","0.8990626589255","0.99805676452426","SEKER"
"32026","654.237","230.97906741915","176.93180830416","1.3054694327324","0.64283106508375","32349","201.93258691872","0.77944898753894","0.99001514729976","0.94024787336208","0.87424626471577","0.0072122359151674","0.0025988716324711","0.76430653136947","0.99777881394059","SEKER"
"32038","645.085","224.48232110792","181.94086680684","1.2338202243823","0.58575129980934","32308","201.97041499741","0.77051467051467","0.99164293673394","0.96747861480126","0.89971635182936","0.0070067520166029","0.0028321676925391","0.80948951374913","0.99876453348908","SEKER"
"32044","652.651","216.14714684547","188.97054032597","1.1438139853578","0.48544352010113","32395","201.98932638012","0.77806915306915","0.98916499459793","0.94535422940668","0.93449915637576","0.0067453235190821","0.0031732055227639","0.87328867326701","0.9988797977374","SEKER"
"32057","642.082","215.91828527398","189.30338691137","1.1405938836957","0.4809714696791","32301","202.03029496978","0.77980490890073","0.99244605430172","0.97712865823345","0.93567941554102","0.0067354488964651","0.0031845979370416","0.87549596866718","0.99858534706199","SEKER"
"32066","669.313","236.43665504802","173.23089931478","1.3648642129277","0.68058017200196","32481","202.05865297353","0.78087862848237","0.98722329977525","0.89948956938435","0.85459952447936","0.0073734377548812","0.0024260534698443","0.73034034724036","0.99681540320552","SEKER"
"32109","663.582","224.47235228915","182.36449619999","1.2308994182891","0.58308094379294","32567","202.19408631783","0.76762533170767","0.98593668437375","0.91632059983195","0.90075273972883","0.0069909480920973","0.0028388222941241","0.81135549812899","0.99869701067265","SEKER"
"32114","648.566","222.657507374","183.82903610067","1.211220556322","0.56423612693139","32393","202.20982849413","0.7606708039225","0.99138702806162","0.95939159971371","0.90816532924927","0.0069333470565485","0.0029092589187908","0.82476426525043","0.99897143219115","SEKER"
"32167","654.893","217.96051701715","188.20471594468","1.1581033765446","0.50438175309867","32521","202.37662027887","0.76059301995649","0.98911472586944","0.94249645705923","0.92850128568443","0.0067759044056688","0.0031065408644224","0.86211463751763","0.99841787267767","SEKER"
"32213","658.216","221.48111433817","185.29543236993","1.1952864218261","0.54778436656073","32585","202.52127161006","0.76290735126942","0.98858370415836","0.93433833235756","0.91439521701537","0.0068755196454279","0.0029649752527066","0.83611861290059","0.99940122503614","SEKER"
"32218","653.595","222.7560713811","184.40468394901","1.2079740417152","0.56097556646015","32566","202.5369883559","0.75443156539047","0.9893140084751","0.94774390215577","0.9092321798466","0.006914025432401","0.0029148078301697","0.8267031568686","0.99863595370125","SEKER"
"32233","665.493","221.23368370103","185.59237287244","1.1920408165323","0.54428950953692","32710","202.58413127747","0.77520442520443","0.98541730357689","0.91458401973657","0.91570202099624","0.0068635771942117","0.0029767816237827","0.8385101912566","0.99953837305617","SEKER"
"32251","644.051","220.98096277681","186.02778350128","1.1878922525317","0.53974714254391","32514","202.64068830631","0.76406064913528","0.99191117672387","0.97704042164461","0.9170051834328","0.0068519104144619","0.0029886743829184","0.84089850644262","0.99889682096867","SEKER"
"32258","654.808","220.8040300789","186.27775580955","1.1853483477901","0.53691890750618","32612","202.66267844393","0.77580567580568","0.9891450999632","0.94540816383157","0.91783958096918","0.0068449386223233","0.0029965149595458","0.84242949639368","0.99857241167992","SEKER"
"32262","652.419","222.69865627135","184.51299289255","1.2069537910592","0.55994151759753","32563","202.67524316563","0.78131357163615","0.99075637994042","0.95246264165208","0.91008740941247","0.0069028162008352","0.0029210466788226","0.8282590927711","0.99967045199935","SEKER"
"32279","646.556","218.1816037965","188.55314177233","1.1571358702681","0.5031437256876","32623","202.72863454506","0.79018359853121","0.98945529227845","0.97032594368756","0.92917382133715","0.0067592429690047","0.0031078903101509","0.86336399025827","0.99902944222563","SEKER"
"32323","649.59","217.37145737977","189.59131904829","1.14652642574","0.48914996706204","32615","202.8667587469","0.78484362859363","0.99104706423425","0.9625933676235","0.93327229431266","0.0067249777984645","0.0031470533899705","0.87099717533162","0.99862127826259","SEKER"
"32338","653.602","221.41134134397","186.13627297922","1.189512059096","0.54153090499086","32672","202.91382505302","0.78249086553585","0.98977717923604","0.95125351776898","0.91645632884624","0.0068467852478189","0.0029792954120347","0.83989220268233","0.99906190343137","SEKER"
"32355","657.166","221.27962100006","186.36040993884","1.1873746203535","0.53917432775905","32720","202.96715367248","0.78379360465116","0.98884474327628","0.94145831597213","0.9172428656339","0.0068391167053023","0.0029861880101435","0.84133447455629","0.99897920231659","SEKER"
"32368","675.385","221.65806493746","186.17622928518","1.1905819866935","0.54270193934295","32806","203.00792492902","0.75909943714822","0.98664878375907","0.89170850233853","0.9158607650315","0.0068480618183842","0.0029721125583394","0.83880094092409","0.9986612906858","SEKER"
"32376","643.009","219.13001373004","188.30042739205","1.1637255250292","0.51145652067089","32608","203.03301086362","0.7843023255814","0.99288518155054","0.98400873146078","0.92654131402442","0.0067682855735742","0.0030769298396763","0.85847880659409","0.99903369993014","SEKER"
"32433","653.76","219.83669711196","188.00923682406","1.1692866841308","0.5182614078473","32775","203.21165851003","0.76932017647896","0.9895652173913","0.95358694372499","0.9243755077276","0.0067781795428101","0.003052717038448","0.85447007928666","0.99912048569804","SEKER"
"32465","653.85","225.20244941773","183.69209456069","1.2259779058882","0.5785098675216","32767","203.31188312498","0.76503440475068","0.99078341013825","0.95426504345344","0.9027960559517","0.0069367765106338","0.0028424712305333","0.81504071864194","0.99922191345425","SEKER"
"32514","649.012","221.44548989725","187.13442317745","1.1833498409177","0.53467364369228","32843","203.46525638919","0.78498309995171","0.98998264470359","0.97000687365065","0.91880514922022","0.0068107735097882","0.0029941246907159","0.84420290223359","0.99898737006036","SEKER"
"32518","651.651","221.26278537289","187.25611060335","1.1816051538183","0.53269642666015","32811","203.47777155183","0.75891523525019","0.99107006796501","0.96228465111145","0.9196204016365","0.0068043171588932","0.0030019171437902","0.84570168310609","0.99928546735099","SEKER"
"32518","655.131","220.82119919339","187.66558650583","1.1766739086526","0.52701960454946","32842","203.47777155183","0.79403218323444","0.99013458376469","0.9520886553576","0.92145940831356","0.0067907374129216","0.0030199623917195","0.84908744116958","0.9990990381888","SEKER"
"32525","663.914","225.07785556032","184.21473417386","1.2218233062068","0.57457925388149","33000","203.49967123441","0.76905797786815","0.98560606060606","0.92726424909581","0.90413013189505","0.0069201492870198","0.0028524562955169","0.81745129540057","0.99878104440939","SEKER"
"32578","657.571","227.03757399657","182.84230572265","1.2417124860642","0.59281399771747","32901","203.66540670517","0.78192204301075","0.99018266921978","0.94677979096229","0.89705595034345","0.0069690457976725","0.0027837562587593","0.8047093780466","0.9992176823734","SEKER"
"32581","649.583","224.42417789758","184.92347131983","1.2136056948089","0.56660309111633","32851","203.6747839253","0.77206161137441","0.99178107211348","0.97029763458002","0.90754385660819","0.0068881918264505","0.0028824081757491","0.82363585166727","0.99956916003221","SEKER"
"32615","664.789","218.14674628894","191.00227698353","1.1421159461243","0.48309517204947","33016","203.78102892943","0.80856285792201","0.98785437363702","0.92738399699325","0.93414654307755","0.0066885404350434","0.0031417466709294","0.87262976394374","0.99664436846284","SEKER"
"32622","657.009","235.27086976352","177.15818953259","1.3280270609236","0.65802428786709","32902","203.80289602543","0.77931199235547","0.99148987903471","0.94968113253043","0.86624789643647","0.0072120308308356","0.0025049906509595","0.7503854180806","0.99653214133352","SEKER"
"32698","653.049","225.01419063949","185.14372426394","1.2153487326349","0.56831785185759","32994","204.04015936514","0.76768483084075","0.99102867187974","0.96347292751442","0.90678796206256","0.0068815888017459","0.002870063235328","0.82226440814157","0.99933800632565","SEKER"
"32705","654.454","223.8758675016","186.14992979684","1.2026642596424","0.55554383284845","33021","204.06199869295","0.77946994613661","0.99043033221283","0.95954592320647","0.91149618299746","0.0068453101208256","0.0029146895796484","0.83082529161894","0.99920388423706","SEKER"
"32713","660.043","215.4163207859","193.48646209699","1.1133405327238","0.43959156012849","33020","204.08695506308","0.79951608172842","0.99070260448213","0.94359532068967","0.9474071152943","0.0065850371652219","0.0032725369697308","0.89758024211028","0.99931246491337","SEKER"
"32729","656.679","214.26572069201","194.79382504459","1.0999615652239","0.4165284657127","33066","204.13685865036","0.76915303628502","0.98980826226335","0.95375393722631","0.95272756645844","0.0065466626139512","0.0033271673697127","0.90768981588982","0.998423910624","SEKER"
"32774","660.614","222.87005130116","187.47924765315","1.1887718459031","0.54071740250865","33120","204.27714712897","0.79015381648103","0.98955314009662","0.94372132111915","0.91657513396869","0.0068002090468408","0.0029605630209839","0.84010997620972","0.99869908718043","SEKER"
"32775","649.807","220.02509946298","189.80940378102","1.1591896664763","0.50576448761019","33062","204.28026355646","0.77263083451202","0.9913193394229","0.97540234082881","0.92844072814895","0.0067131990682831","0.0030769895577122","0.86200218568576","0.99922402612689","SEKER"
"32795","651.03","225.21025208573","185.60023120277","1.2134157949388","0.56641551102187","33091","204.34258212519","0.77599261748143","0.9910549696292","0.97233405313978","0.907341385362","0.006867213053384","0.00287106592697","0.82326838959062","0.99896686740309","SEKER"
"32796","654.824","223.14536868853","187.41926211421","1.1906213169943","0.54274487808053","33111","204.34569755474","0.80082045271409","0.99048654525686","0.96112874247297","0.91575146172975","0.0068040422212626","0.0029515982546435","0.83860073966017","0.9984559170866","SEKER"
"32799","653.729","219.90554941395","190.11233960213","1.1567137087165","0.50260159336465","33087","204.35504355843","0.746177996178","0.99129567503853","0.96443944550201","0.92928552327598","0.0067046418919463","0.0030842674851225","0.86357158377031","0.99890508940513","SEKER"
"32829","658.101","221.59949999342","189.00262754142","1.1724678269082","0.52207126255298","33154","204.44848009734","0.78978516611735","0.99019726126561","0.95253823322527","0.92260352619662","0.0067501142280733","0.0030168333857139","0.85119726655044","0.99800140938257","SEKER"
"32836","669.19","218.40600376102","191.75877277464","1.1389622524217","0.47867489616986","33225","204.47027581271","0.80291471048513","0.98829194883371","0.92142761969895","0.93619347587365","0.0066514192886168","0.0031517846019846","0.87645822426839","0.99825283326622","SEKER"
"32849","664.105","230.72230757754","181.74368550168","1.269492840649","0.61603837788225","33245","204.51074740709","0.74656818181818","0.98808843435103","0.93596264733758","0.88639347254429","0.007023723936118","0.0026745664541092","0.78569338816912","0.99743213122592","SEKER"
"32870","655.512","220.35816291977","190.0206597669","1.1596537091813","0.50635283368871","33198","204.57610768476","0.78124257261016","0.99011988674017","0.96127638902512","0.92837998363255","0.0067039295077509","0.0030719367875349","0.86188939400958","0.99949323266726","SEKER"
"32885","659.728","227.06740366375","184.55969324644","1.2303195766616","0.58254709451275","33225","204.62278081537","0.78566991590214","0.98976674191121","0.94946263193648","0.90115435995555","0.0069048929196821","0.0028088817971271","0.8120791804669","0.9991169135277","SEKER"
"32920","671.612","219.09313383325","191.46221248066","1.1443152724216","0.48613262924648","33376","204.73164340834","0.77797471345858","0.98633748801534","0.91713400443604","0.9344502943856","0.006655319982784","0.0031302103588433","0.87319735267733","0.99921306650681","SEKER"
"32925","656.646","225.12817021691","186.46152827801","1.2073706157833","0.5603645269081","33252","204.74719048232","0.76868302477062","0.99016600505233","0.95956200118969","0.90946943816515","0.006837605777279","0.0028856008619483","0.82713465895644","0.99865808251995","SEKER"
"32934","668.197","221.40873083037","189.6018110515","1.1677564133089","0.51640750450163","33401","204.77517224094","0.77670864581859","0.98601838268315","0.92692650820813","0.92487397164942","0.006722801081872","0.0030343121339751","0.85539186343457","0.99888933441797","SEKER"
"32947","668.231","209.69329272253","200.24959931265","1.0471596120157","0.29672086108135","33336","204.81558358775","0.7653193960511","0.98833093352532","0.92719803284219","0.97673884046813","0.0063645640793556","0.0035732405847106","0.95401876247902","0.99900991717321","SEKER"
"32951","688.26","226.64904622747","185.5215754597","1.2216856485067","0.57444786808749","33524","204.82801624428","0.77080165617909","0.9829077675695","0.87412472147648","0.90372326578737","0.0068783662476851","0.0028301334321694","0.81671574112539","0.99776989984244","SEKER"
"32988","676.797","224.75170993517","187.17729445702","1.2007423795025","0.5535467409348","33461","204.94298256277","0.76669920513178","0.98586414034249","0.9050008768446","0.91186395254518","0.006813135380598","0.0029056745675034","0.83149586795131","0.99841232703039","SEKER"
"33006","669.769","223.52774913975","188.24294120801","1.187442927237","0.53924999432643","33458","204.99888881047","0.75701834862385","0.98649052543487","0.92459741377491","0.9171071135437","0.0067723368217823","0.0029552794956777","0.84108545771246","0.99874097796258","SEKER"
"33010","665.85","224.97125920643","186.89009149432","1.2037623686073","0.55667742423057","33374","205.01131035069","0.79158773170907","0.98909330616648","0.93562664270489","0.91127778309928","0.0068152456590861","0.0028991080835029","0.83042719797035","0.99963701078469","SEKER"
"33013","652.684","223.7818538804","188.02914232971","1.1901445228527","0.54222382295702","33289","205.02062601197","0.78978468899522","0.991708972934","0.97384294641152","0.91616287226555","0.0067785979426407","0.0029458483762576","0.83935440851786","0.99895305202984","SEKER"
"33019","655.703","224.4502114145","187.50262716286","1.197051021688","0.5496633180023","33340","205.03925606481","0.7643287037037","0.99037192561488","0.96507138553111","0.91351776758258","0.0067976077838365","0.002920141254304","0.83451471168906","0.99895668824109","SEKER"
"33051","663.071","218.95137138102","192.47394174679","1.1375637106714","0.47668967548712","33423","205.13858777188","0.77792684649061","0.98886993986177","0.94465755019905","0.9369139205568","0.0066246519433912","0.0031487747564855","0.87780769453311","0.99856217824896","SEKER"
"33058","655.511","224.44587881024","187.87816118972","1.1946352752707","0.5470872834382","33320","205.16031017196","0.7992746615087","0.9921368547419","0.9667773600397","0.91407474826221","0.006789457281452","0.0029237596548562","0.83553264541062","0.99815677184778","SEKER"
"33062","667.966","222.03914355777","189.78134116275","1.1699735189844","0.51908899036495","33439","205.17272193943","0.77866227037211","0.98872573940608","0.9311727781737","0.92403852155033","0.0067158412545452","0.0030202332956252","0.85384718930892","0.99897860075074","SEKER"
"33078","659.456","235.56007751172","178.93123276012","1.3164838462133","0.65039153094083","33333","205.22236150271","0.78772147075633","0.99234992349924","0.95582296067712","0.87121028176984","0.0071213518807582","0.0025306621944068","0.75900735506148","0.99922092209551","SEKER"
"33078","652.214","221.3869025189","190.35481212557","1.1630223583361","0.51058261844946","33327","205.22236150271","0.77241733607323","0.99252858043028","0.97716718277426","0.92698510692243","0.0066928744941926","0.0030484808478703","0.85930138845599","0.99938672732355","SEKER"
"33089","663.915","217.33582212673","194.2070488511","1.1190933769523","0.44890301945883","33466","205.25648173868","0.77441022280472","0.98873483535529","0.94334063982054","0.94442084940327","0.0065682197143077","0.003223218146173","0.89193074078759","0.99815378471558","SEKER"
"33090","653.809","228.40667503614","184.68855478813","1.2367126663489","0.58836528236685","33352","205.25958329707","0.76935596372937","0.99214439913648","0.97275806924427","0.89865842696842","0.0069025891518932","0.0027769649097793","0.80758696836136","0.99875303295078","SEKER"
"33143","648.385","222.52630953985","189.73737926439","1.1728121807236","0.52248015677423","33377","205.42389888024","0.76997955580336","0.99298918416874","0.99068539961603","0.92314432079974","0.0067141269510861","0.0030077914493752","0.85219543702482","0.99946518889977","SEKER"
"33159","653.801","222.44402868829","189.98042001963","1.170878707739","0.52017544401177","33415","205.47347776264","0.78811142273138","0.99233877001347","0.97481034128119","0.92370866943148","0.0067084058231035","0.0030125840247187","0.85323770598287","0.99903786257538","SEKER"
"33168","680.621","234.31554800769","180.58275392823","1.2975521909518","0.63722005194865","33542","205.50136062755","0.7612402744945","0.98884980025043","0.89974296418999","0.87702827394454","0.0070645063919347","0.002578196195846","0.76917859329814","0.99804936896726","SEKER"
"33171","654.338","222.25364900894","190.36145322938","1.1675349459595","0.51613804266658","33429","205.51065407518","0.79023727844483","0.99228215022884","0.9735631873621","0.92466717640672","0.0067002396373018","0.0030214253189055","0.85500938712397","0.99825333859063","SEKER"
"33194","664.658","232.3085442548","182.08560166404","1.2758205049262","0.62100157233312","33520","205.58188988318","0.7736988089411","0.99027446300716","0.94421953401682","0.88495190972265","0.0069985100998615","0.0026476711280204","0.78313988252177","0.99914592034678","SEKER"
"33236","660.788","210.85800248717","200.92736730991","1.0494240048542","0.30327309404319","33611","205.71190901068","0.76828478964401","0.98884293832376","0.95652058160002","0.97559450712903","0.0063442653293768","0.0035451815972196","0.95178464234033","0.99882565112348","SEKER"
"33248","660.068","230.96983467744","183.42924865501","1.2591766927631","0.60769602413977","33511","205.74904224165","0.78766198384307","0.99215183074214","0.95895456838831","0.89080482102342","0.006946879050693","0.0026983590374318","0.79353322915857","0.99919854708955","SEKER"
"33251","658.962","217.45216297662","194.98348254754","1.1152337630629","0.44269350294137","33565","205.75832450229","0.75794392523364","0.99064501713094","0.96226310129551","0.94622339776135","0.0065397179927405","0.0032338026694239","0.89533871847103","0.99851196821641","SEKER"
"33276","704.493","234.78813839893","180.70549604129","1.2992860955667","0.63846189995509","33857","205.83566039588","0.75965665236052","0.98283959004046","0.84253434841397","0.87668679431385","0.0070557800937292","0.0025710034444864","0.7685797353243","0.99860496344122","SEKER"
"33316","670.587","229.21808294679","185.27936152587","1.2371484932756","0.58875656149594","33699","205.95933742464","0.7826168663378","0.98863467758687","0.93100595217273","0.89853005826092","0.0068801201508823","0.0027663442606994","0.80735626559837","0.99881958752165","SEKER"
"33319","668.601","225.01723780819","188.83651027364","1.1915981580158","0.54380889242355","33732","205.96861020804","0.79603879969419","0.9877564330606","0.93662938509898","0.91534591844743","0.0067534211053209","0.0029244526283231","0.83785815041836","0.99839022871701","SEKER"
"33325","674.433","223.82548417748","189.73570637669","1.1796698072903","0.53048418498225","33701","205.98715452256","0.79896907216495","0.98884306103676","0.92066662058503","0.92030250835612","0.0067164436362334","0.0029719504215991","0.84695670688657","0.99912925519612","SEKER"
"33330","653.776","224.36016669382","189.43138751253","1.184387495863","0.53584201133043","33580","206.00260684278","0.79018492176387","0.99255509231686","0.979912348117","0.91817816806987","0.0067314781486295","0.0029511959867829","0.84305114832015","0.99849923844335","SEKER"
"33333","679.262","220.53129144149","192.71670559653","1.1443288777632","0.48615130600508","33834","206.01187767859","0.77224075618571","0.98519241000177","0.90784065472925","0.93416166173972","0.0066160049032937","0.003107876410897","0.87265801026431","0.99860776155679","SEKER"
"33338","659.103","232.26379452556","182.91850915709","1.2697664965446","0.61625539269303","33639","206.02732814455","0.77674743709226","0.99105205267695","0.96436808537666","0.8870402232315","0.0069669384643818","0.0026606943756877","0.78684035763058","0.99910352424851","SEKER"
"33344","661.508","225.31805608763","188.66852597339","1.1942535456041","0.54667767952588","33692","206.0458671744","0.76335248735148","0.98967113854921","0.95754095850644","0.91446673538787","0.0067573793212462","0.0029149406055749","0.83624941013094","0.99869382305825","SEKER"
